Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
M18/7578A,01/01/2019 00:00:00,00:14:00,0,19,5,1,2,,,,,,,,,,,,,,,69,27
M18/7578A,01/01/2019 00:00:00,00:29:00,1,34,13,0,1,,,,,,,,,,,,,,,70,48
M18/7578A,01/01/2019 00:00:00,00:44:00,2,44,9,2,4,,,,,,,,,,,,,,,65,59
M18/7578A,01/01/2019 00:00:00,00:59:00,3,56,11,0,3,,,,,,,,,,,,,,,68,70
M18/7578A,01/01/2019 00:00:00,01:14:00,4,45,8,0,2,,,,,,,,,,,,,,,70,55
M18/7578A,01/01/2019 00:00:00,01:29:00,5,37,9,1,2,,,,,,,,,,,,,,,68,49
M18/7578A,01/01/2019 00:00:00,01:44:00,6,29,11,2,1,,,,,,,,,,,,,,,68,43
M18/7578A,01/01/2019 00:00:00,01:59:00,7,46,15,1,1,,,,,,,,,,,,,,,68,63
M18/7578A,01/01/2019 00:00:00,02:14:00,8,36,9,2,2,,,,,,,,,,,,,,,66,49
M18/7578A,01/01/2019 00:00:00,02:29:00,9,31,5,1,3,,,,,,,,,,,,,,,67,40
M18/7578A,01/01/2019 00:00:00,02:44:00,10,32,13,1,4,,,,,,,,,,,,,,,66,50
M18/7578A,01/01/2019 00:00:00,02:59:00,11,24,7,2,3,,,,,,,,,,,,,,,65,36
M18/7578A,01/01/2019 00:00:00,03:14:00,12,20,8,2,4,,,,,,,,,,,,,,,71,34
M18/7578A,01/01/2019 00:00:00,03:29:00,13,20,12,2,2,,,,,,,,,,,,,,,66,36
M18/7578A,01/01/2019 00:00:00,03:44:00,14,32,2,2,3,,,,,,,,,,,,,,,69,39
M18/7578A,01/01/2019 00:00:00,03:59:00,15,23,5,1,3,,,,,,,,,,,,,,,65,32
M18/7578A,01/01/2019 00:00:00,04:14:00,16,25,4,1,6,,,,,,,,,,,,,,,66,36
M18/7578A,01/01/2019 00:00:00,04:29:00,17,22,7,2,7,,,,,,,,,,,,,,,65,38
M18/7578A,01/01/2019 00:00:00,04:44:00,18,26,5,1,5,,,,,,,,,,,,,,,67,37
M18/7578A,01/01/2019 00:00:00,04:59:00,19,20,4,2,2,,,,,,,,,,,,,,,66,28
M18/7578A,01/01/2019 00:00:00,05:14:00,20,22,10,1,3,,,,,,,,,,,,,,,65,36
M18/7578A,01/01/2019 00:00:00,05:29:00,21,31,7,4,0,,,,,,,,,,,,,,,66,42
M18/7578A,01/01/2019 00:00:00,05:44:00,22,23,7,2,3,,,,,,,,,,,,,,,65,35
M18/7578A,01/01/2019 00:00:00,05:59:00,23,20,6,1,8,,,,,,,,,,,,,,,65,35
M18/7578A,01/01/2019 00:00:00,06:14:00,24,33,7,4,5,,,,,,,,,,,,,,,64,49
M18/7578A,01/01/2019 00:00:00,06:29:00,25,40,8,1,1,,,,,,,,,,,,,,,69,50
M18/7578A,01/01/2019 00:00:00,06:44:00,26,39,4,0,5,,,,,,,,,,,,,,,67,48
M18/7578A,01/01/2019 00:00:00,06:59:00,27,20,4,3,6,,,,,,,,,,,,,,,63,33
M18/7578A,01/01/2019 00:00:00,07:14:00,28,54,10,4,6,,,,,,,,,,,,,,,66,74
M18/7578A,01/01/2019 00:00:00,07:29:00,29,56,7,6,4,,,,,,,,,,,,,,,67,73
M18/7578A,01/01/2019 00:00:00,07:44:00,30,59,8,3,5,,,,,,,,,,,,,,,66,75
M18/7578A,01/01/2019 00:00:00,07:59:00,31,69,9,4,6,,,,,,,,,,,,,,,68,88
