Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
9251/1,01/01/2019 00:00:00,00:14:00,0,21,0,1,0,,,,,,,,,,,,,,,69,22
9251/1,01/01/2019 00:00:00,00:29:00,1,21,0,0,0,,,,,,,,,,,,,,,69,21
9251/1,01/01/2019 00:00:00,00:44:00,2,51,2,0,0,,,,,,,,,,,,,,,66,53
9251/1,01/01/2019 00:00:00,00:59:00,3,77,2,1,0,,,,,,,,,,,,,,,67,80
9251/1,01/01/2019 00:00:00,01:14:00,4,42,0,0,0,,,,,,,,,,,,,,,67,42
9251/1,01/01/2019 00:00:00,01:29:00,5,50,2,0,0,,,,,,,,,,,,,,,66,52
9251/1,01/01/2019 00:00:00,01:44:00,6,52,2,0,0,,,,,,,,,,,,,,,67,54
9251/1,01/01/2019 00:00:00,01:59:00,7,57,0,1,0,,,,,,,,,,,,,,,66,58
9251/1,01/01/2019 00:00:00,02:14:00,8,46,0,0,0,,,,,,,,,,,,,,,69,46
9251/1,01/01/2019 00:00:00,02:29:00,9,35,1,2,0,,,,,,,,,,,,,,,67,38
9251/1,01/01/2019 00:00:00,02:44:00,10,30,2,2,0,,,,,,,,,,,,,,,65,34
9251/1,01/01/2019 00:00:00,02:59:00,11,19,0,0,0,,,,,,,,,,,,,,,65,19
9251/1,01/01/2019 00:00:00,03:14:00,12,25,0,2,0,,,,,,,,,,,,,,,64,27
9251/1,01/01/2019 00:00:00,03:29:00,13,18,1,2,0,,,,,,,,,,,,,,,64,21
9251/1,01/01/2019 00:00:00,03:44:00,14,13,0,1,1,,,,,,,,,,,,,,,65,15
9251/1,01/01/2019 00:00:00,03:59:00,15,15,1,0,0,,,,,,,,,,,,,,,67,16
9251/1,01/01/2019 00:00:00,04:14:00,16,17,1,0,0,,,,,,,,,,,,,,,64,18
9251/1,01/01/2019 00:00:00,04:29:00,17,21,0,1,0,,,,,,,,,,,,,,,63,22
9251/1,01/01/2019 00:00:00,04:44:00,18,19,1,0,0,,,,,,,,,,,,,,,69,20
9251/1,01/01/2019 00:00:00,04:59:00,19,12,0,0,0,,,,,,,,,,,,,,,62,12
9251/1,01/01/2019 00:00:00,05:14:00,20,19,0,0,0,,,,,,,,,,,,,,,69,19
9251/1,01/01/2019 00:00:00,05:29:00,21,19,1,1,0,,,,,,,,,,,,,,,66,21
9251/1,01/01/2019 00:00:00,05:44:00,22,25,0,0,1,,,,,,,,,,,,,,,67,26
9251/1,01/01/2019 00:00:00,05:59:00,23,19,0,0,0,,,,,,,,,,,,,,,63,19
