Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
M25/4490B,01/01/2019 00:00:00,00:14:00,0,51,15,2,4,,,,,,,,,,,,,,,67,72
M25/4490B,01/01/2019 00:00:00,00:29:00,1,71,13,3,5,,,,,,,,,,,,,,,67,92
M25/4490B,01/01/2019 00:00:00,00:44:00,2,83,13,2,4,,,,,,,,,,,,,,,66,102
M25/4490B,01/01/2019 00:00:00,00:59:00,3,130,26,3,3,,,,,,,,,,,,,,,68,162
M25/4490B,01/01/2019 00:00:00,01:14:00,4,159,27,0,7,,,,,,,,,,,,,,,68,193
M25/4490B,01/01/2019 00:00:00,01:29:00,5,162,23,2,7,,,,,,,,,,,,,,,70,194
M25/4490B,01/01/2019 00:00:00,01:44:00,6,169,39,2,2,,,,,,,,,,,,,,,68,212
M25/4490B,01/01/2019 00:00:00,01:59:00,7,152,32,2,2,,,,,,,,,,,,,,,69,188
M25/4490B,01/01/2019 00:00:00,02:14:00,8,113,33,3,2,,,,,,,,,,,,,,,68,151
M25/4490B,01/01/2019 00:00:00,02:29:00,9,135,25,2,6,,,,,,,,,,,,,,,69,168
M25/4490B,01/01/2019 00:00:00,02:44:00,10,124,27,3,2,,,,,,,,,,,,,,,70,156
M25/4490B,01/01/2019 00:00:00,02:59:00,11,105,21,4,6,,,,,,,,,,,,,,,70,136
M25/4490B,01/01/2019 00:00:00,03:14:00,12,95,22,6,2,,,,,,,,,,,,,,,67,125
M25/4490B,01/01/2019 00:00:00,03:29:00,13,112,27,4,1,,,,,,,,,,,,,,,72,144
M25/4490B,01/01/2019 00:00:00,03:44:00,14,102,18,1,3,,,,,,,,,,,,,,,69,124
M25/4490B,01/01/2019 00:00:00,03:59:00,15,98,11,6,7,,,,,,,,,,,,,,,67,122
M25/4490B,01/01/2019 00:00:00,04:14:00,16,97,15,5,5,,,,,,,,,,,,,,,68,122
M25/4490B,01/01/2019 00:00:00,04:29:00,17,102,27,2,1,,,,,,,,,,,,,,,68,132
M25/4490B,01/01/2019 00:00:00,04:44:00,18,108,14,3,1,,,,,,,,,,,,,,,69,126
M25/4490B,01/01/2019 00:00:00,04:59:00,19,125,20,2,5,,,,,,,,,,,,,,,69,152
M25/4490B,01/01/2019 00:00:00,05:14:00,20,142,27,5,7,,,,,,,,,,,,,,,70,181
M25/4490B,01/01/2019 00:00:00,05:29:00,21,128,23,1,6,,,,,,,,,,,,,,,70,158
