Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
9252/1,01/01/2019 00:00:00,00:14:00,0,19,0,1,0,,,,,,,,,,,,,,,68,20
9252/1,01/01/2019 00:00:00,00:29:00,1,13,1,1,0,,,,,,,,,,,,,,,69,15
9252/1,01/01/2019 00:00:00,00:44:00,2,23,2,0,1,,,,,,,,,,,,,,,73,26
9252/1,01/01/2019 00:00:00,00:59:00,3,33,1,0,0,,,,,,,,,,,,,,,70,34
9252/1,01/01/2019 00:00:00,01:14:00,4,50,1,1,0,,,,,,,,,,,,,,,71,52
9252/1,01/01/2019 00:00:00,01:29:00,5,42,1,1,0,,,,,,,,,,,,,,,72,44
9252/1,01/01/2019 00:00:00,01:44:00,6,35,0,1,0,,,,,,,,,,,,,,,69,36
9252/1,01/01/2019 00:00:00,01:59:00,7,35,0,1,0,,,,,,,,,,,,,,,69,36
9252/1,01/01/2019 00:00:00,02:14:00,8,23,1,0,0,,,,,,,,,,,,,,,72,24
9252/1,01/01/2019 00:00:00,02:29:00,9,22,0,0,0,,,,,,,,,,,,,,,70,22
9252/1,01/01/2019 00:00:00,02:44:00,10,30,0,0,0,,,,,,,,,,,,,,,72,30
9252/1,01/01/2019 00:00:00,02:59:00,11,19,1,0,0,,,,,,,,,,,,,,,72,20
9252/1,01/01/2019 00:00:00,03:14:00,12,10,0,2,0,,,,,,,,,,,,,,,72,12
9252/1,01/01/2019 00:00:00,03:29:00,13,10,1,0,0,,,,,,,,,,,,,,,71,11
9252/1,01/01/2019 00:00:00,03:44:00,14,13,1,0,0,,,,,,,,,,,,,,,67,14
9252/1,01/01/2019 00:00:00,03:59:00,15,13,0,0,0,,,,,,,,,,,,,,,74,13
9252/1,01/01/2019 00:00:00,04:14:00,16,10,0,0,0,,,,,,,,,,,,,,,73,10
9252/1,01/01/2019 00:00:00,04:29:00,17,9,0,0,0,,,,,,,,,,,,,,,73,9
9252/1,01/01/2019 00:00:00,04:44:00,18,9,1,1,0,,,,,,,,,,,,,,,70,11
9252/1,01/01/2019 00:00:00,04:59:00,19,8,0,0,0,,,,,,,,,,,,,,,77,8
9252/1,01/01/2019 00:00:00,05:14:00,20,15,0,0,0,,,,,,,,,,,,,,,69,15
9252/1,01/01/2019 00:00:00,05:29:00,21,10,0,1,0,,,,,,,,,,,,,,,68,11
9252/1,01/01/2019 00:00:00,05:44:00,22,8,0,0,0,,,,,,,,,,,,,,,67,8
9252/1,01/01/2019 00:00:00,05:59:00,23,29,2,0,0,,,,,,,,,,,,,,,72,31
9252/1,01/01/2019 00:00:00,06:14:00,24,31,1,1,0,,,,,,,,,,,,,,,71,33
9252/1,01/01/2019 00:00:00,06:29:00,25,24,3,1,0,,,,,,,,,,,,,,,70,28
9252/1,01/01/2019 00:00:00,06:44:00,26,41,2,0,0,,,,,,,,,,,,,,,70,43
9252/1,01/01/2019 00:00:00,06:59:00,27,37,2,2,1,,,,,,,,,,,,,,,71,42
9252/1,01/01/2019 00:00:00,07:14:00,28,23,2,0,0,,,,,,,,,,,,,,,70,25
9252/1,01/01/2019 00:00:00,07:29:00,29,49,2,0,0,,,,,,,,,,,,,,,71,51
9252/1,01/01/2019 00:00:00,07:44:00,30,54,0,1,5,,,,,,,,,,,,,,,67,60
9252/1,01/01/2019 00:00:00,07:59:00,31,56,2,1,5,,,,,,,,,,,,,,,68,64
9252/1,01/01/2019 00:00:00,08:14:00,32,68,1,1,1,,,,,,,,,,,,,,,69,71
9252/1,01/01/2019 00:00:00,08:29:00,33,68,5,1,1,,,,,,,,,,,,,,,69,75
9252/1,01/01/2019 00:00:00,08:44:00,34,86,6,0,0,,,,,,,,,,,,,,,70,92
9252/1,01/01/2019 00:00:00,08:59:00,35,120,6,2,1,,,,,,,,,,,,,,,68,129
9252/1,01/01/2019 00:00:00,09:14:00,36,139,6,0,1,,,,,,,,,,,,,,,69,146
9252/1,01/01/2019 00:00:00,09:29:00,37,175,8,0,2,,,,,,,,,,,,,,,69,185
9252/1,01/01/2019 00:00:00,09:44:00,38,259,4,1,2,,,,,,,,,,,,,,,68,266
