Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
M18/7569B,01/01/2019 00:00:00,00:14:00,0,18,2,1,2,,,,,,,,,,,,,,,66,23
M18/7569B,01/01/2019 00:00:00,00:29:00,1,25,1,0,1,,,,,,,,,,,,,,,69,27
M18/7569B,01/01/2019 00:00:00,00:44:00,2,39,2,1,4,,,,,,,,,,,,,,,65,46
M18/7569B,01/01/2019 00:00:00,00:59:00,3,59,1,3,2,,,,,,,,,,,,,,,66,65
M18/7569B,01/01/2019 00:00:00,01:14:00,4,51,2,1,2,,,,,,,,,,,,,,,68,56
M18/7569B,01/01/2019 00:00:00,01:29:00,5,62,0,0,0,,,,,,,,,,,,,,,71,62
M18/7569B,01/01/2019 00:00:00,01:44:00,6,49,0,0,3,,,,,,,,,,,,,,,66,52
M18/7569B,01/01/2019 00:00:00,01:59:00,7,49,4,3,1,,,,,,,,,,,,,,,67,57
M18/7569B,01/01/2019 00:00:00,02:14:00,8,44,0,0,0,,,,,,,,,,,,,,,68,44
M18/7569B,01/01/2019 00:00:00,02:29:00,9,29,3,0,0,,,,,,,,,,,,,,,68,32
M18/7569B,01/01/2019 00:00:00,02:44:00,10,41,0,3,1,,,,,,,,,,,,,,,68,45
M18/7569B,01/01/2019 00:00:00,02:59:00,11,37,1,1,2,,,,,,,,,,,,,,,66,41
M18/7569B,01/01/2019 00:00:00,03:14:00,12,25,1,0,1,,,,,,,,,,,,,,,67,27
M18/7569B,01/01/2019 00:00:00,03:29:00,13,23,1,1,1,,,,,,,,,,,,,,,70,26
M18/7569B,01/01/2019 00:00:00,03:44:00,14,27,2,0,2,,,,,,,,,,,,,,,66,31
M18/7569B,01/01/2019 00:00:00,03:59:00,15,22,1,2,1,,,,,,,,,,,,,,,68,26
M18/7569B,01/01/2019 00:00:00,04:14:00,16,19,2,0,3,,,,,,,,,,,,,,,67,24
M18/7569B,01/01/2019 00:00:00,04:29:00,17,21,3,1,4,,,,,,,,,,,,,,,67,29
M18/7569B,01/01/2019 00:00:00,04:44:00,18,23,3,0,5,,,,,,,,,,,,,,,66,31
M18/7569B,01/01/2019 00:00:00,04:59:00,19,20,2,3,2,,,,,,,,,,,,,,,65,27
M18/7569B,01/01/2019 00:00:00,05:14:00,20,25,7,0,5,,,,,,,,,,,,,,,65,37
M18/7569B,01/01/2019 00:00:00,05:29:00,21,26,2,1,6,,,,,,,,,,,,,,,65,35
M18/7569B,01/01/2019 00:00:00,05:44:00,22,26,6,0,4,,,,,,,,,,,,,,,65,36
M18/7569B,01/01/2019 00:00:00,05:59:00,23,31,1,2,4,,,,,,,,,,,,,,,68,38
M18/7569B,01/01/2019 00:00:00,06:14:00,24,32,0,2,10,,,,,,,,,,,,,,,66,44
M18/7569B,01/01/2019 00:00:00,06:29:00,25,41,2,1,7,,,,,,,,,,,,,,,65,51
M18/7569B,01/01/2019 00:00:00,06:44:00,26,41,1,1,7,,,,,,,,,,,,,,,65,50
M18/7569B,01/01/2019 00:00:00,06:59:00,27,44,4,1,5,,,,,,,,,,,,,,,68,54
M18/7569B,01/01/2019 00:00:00,07:14:00,28,36,2,5,7,,,,,,,,,,,,,,,64,50
M18/7569B,01/01/2019 00:00:00,07:29:00,29,54,1,3,5,,,,,,,,,,,,,,,67,63
M18/7569B,01/01/2019 00:00:00,07:44:00,30,51,3,1,4,,,,,,,,,,,,,,,69,59
M18/7569B,01/01/2019 00:00:00,07:59:00,31,49,2,0,9,,,,,,,,,,,,,,,70,60
M18/7569B,01/01/2019 00:00:00,08:14:00,32,55,5,3,9,,,,,,,,,,,,,,,67,72
M18/7569B,01/01/2019 00:00:00,08:29:00,33,75,5,1,7,,,,,,,,,,,,,,,71,88
M18/7569B,01/01/2019 00:00:00,08:44:00,34,74,6,5,8,,,,,,,,,,,,,,,71,93
M18/7569B,01/01/2019 00:00:00,08:59:00,35,94,3,2,9,,,,,,,,,,,,,,,72,108
M18/7569B,01/01/2019 00:00:00,09:14:00,36,119,4,5,6,,,,,,,,,,,,,,,71,134
M18/7569B,01/01/2019 00:00:00,09:29:00,37,131,8,3,3,,,,,,,,,,,,,,,72,145
M18/7569B,01/01/2019 00:00:00,09:44:00,38,169,3,4,6,,,,,,,,,,,,,,,70,182
M18/7569B,01/01/2019 00:00:00,09:59:00,39,197,3,2,10,,,,,,,,,,,,,,,71,212
M18/7569B,01/01/2019 00:00:00,10:14:00,40,221,6,3,13,,,,,,,,,,,,,,,70,243
M18/7569B,01/01/2019 00:00:00,10:29:00,41,249,2,3,18,,,,,,,,,,,,,,,70,272
M18/7569B,01/01/2019 00:00:00,10:44:00,42,346,4,4,8,,,,,,,,,,,,,,,71,362
M18/7569B,01/01/2019 00:00:00,10:59:00,43,383,9,7,15,,,,,,,,,,,,,,,71,414
M18/7569B,01/01/2019 00:00:00,11:14:00,44,424,4,8,8,,,,,,,,,,,,,,,71,444
M18/7569B,01/01/2019 00:00:00,11:29:00,45,526,15,5,11,,,,,,,,,,,,,,,72,557
M18/7569B,01/01/2019 00:00:00,11:44:00,46,548,7,10,7,,,,,,,,,,,,,,,72,572
M18/7569B,01/01/2019 00:00:00,11:59:00,47,531,5,5,16,,,,,,,,,,,,,,,72,557
M18/7569B,01/01/2019 00:00:00,12:14:00,48,656,11,8,19,,,,,,,,,,,,,,,71,694
M18/7569B,01/01/2019 00:00:00,12:29:00,49,660,10,9,8,,,,,,,,,,,,,,,72,687
M18/7569B,01/01/2019 00:00:00,12:44:00,50,611,12,11,13,,,,,,,,,,,,,,,72,647
M18/7569B,01/01/2019 00:00:00,12:59:00,51,636,11,17,14,,,,,,,,,,,,,,,71,678
M18/7569B,01/01/2019 00:00:00,13:14:00,52,620,11,11,12,,,,,,,,,,,,,,,71,654
M18/7569B,01/01/2019 00:00:00,13:29:00,53,649,16,7,12,,,,,,,,,,,,,,,70,684
M18/7569B,01/01/2019 00:00:00,13:44:00,54,595,11,9,10,,,,,,,,,,,,,,,72,625
M18/7569B,01/01/2019 00:00:00,13:59:00,55,557,7,8,6,,,,,,,,,,,,,,,71,578
M18/7569B,01/01/2019 00:00:00,14:14:00,56,541,13,7,18,,,,,,,,,,,,,,,71,579
M18/7569B,01/01/2019 00:00:00,14:29:00,57,520,14,10,10,,,,,,,,,,,,,,,71,554
M18/7569B,01/01/2019 00:00:00,14:44:00,58,495,7,9,13,,,,,,,,,,,,,,,71,524
M18/7569B,01/01/2019 00:00:00,14:59:00,59,534,11,6,14,,,,,,,,,,,,,,,71,565
M18/7569B,01/01/2019 00:00:00,15:14:00,60,536,14,8,11,,,,,,,,,,,,,,,71,569
M18/7569B,01/01/2019 00:00:00,15:29:00,61,560,9,7,7,,,,,,,,,,,,,,,71,583
M18/7569B,01/01/2019 00:00:00,15:44:00,62,565,15,9,10,,,,,,,,,,,,,,,70,599
M18/7569B,01/01/2019 00:00:00,15:59:00,63,514,17,10,13,,,,,,,,,,,,,,,71,554
M18/7569B,01/01/2019 00:00:00,16:14:00,64,557,11,9,18,,,,,,,,,,,,,,,70,595
M18/7569B,01/01/2019 00:00:00,16:29:00,65,595,19,5,14,,,,,,,,,,,,,,,69,633
M18/7569B,01/01/2019 00:00:00,16:44:00,66,561,6,0,7,,,,,,,,,,,,,,,69,574
M18/7569B,01/01/2019 00:00:00,16:59:00,67,536,6,6,14,,,,,,,,,,,,,,,68,562
M18/7569B,01/01/2019 00:00:00,17:14:00,68,502,9,2,10,,,,,,,,,,,,,,,67,523
M18/7569B,01/01/2019 00:00:00,17:29:00,69,502,4,0,14,,,,,,,,,,,,,,,68,520
M18/7569B,01/01/2019 00:00:00,17:44:00,70,401,13,1,17,,,,,,,,,,,,,,,68,432
M18/7569B,01/01/2019 00:00:00,17:59:00,71,414,10,3,16,,,,,,,,,,,,,,,69,443
M18/7569B,01/01/2019 00:00:00,18:14:00,72,356,10,1,14,,,,,,,,,,,,,,,69,381
M18/7569B,01/01/2019 00:00:00,18:29:00,73,369,4,3,13,,,,,,,,,,,,,,,69,389
M18/7569B,01/01/2019 00:00:00,18:44:00,74,329,9,2,19,,,,,,,,,,,,,,,69,359
M18/7569B,01/01/2019 00:00:00,18:59:00,75,279,7,2,23,,,,,,,,,,,,,,,69,311
M18/7569B,01/01/2019 00:00:00,19:14:00,76,306,2,3,12,,,,,,,,,,,,,,,70,323
M18/7569B,01/01/2019 00:00:00,19:29:00,77,275,6,5,19,,,,,,,,,,,,,,,68,305
M18/7569B,01/01/2019 00:00:00,19:44:00,78,252,8,5,18,,,,,,,,,,,,,,,70,283
M18/7569B,01/01/2019 00:00:00,19:59:00,79,245,5,1,16,,,,,,,,,,,,,,,69,267
M18/7569B,01/01/2019 00:00:00,20:14:00,80,230,7,3,13,,,,,,,,,,,,,,,70,253
M18/7569B,01/01/2019 00:00:00,20:29:00,81,206,1,4,18,,,,,,,,,,,,,,,68,229
M18/7569B,01/01/2019 00:00:00,20:44:00,82,178,2,3,14,,,,,,,,,,,,,,,68,197
M18/7569B,01/01/2019 00:00:00,20:59:00,83,162,4,3,20,,,,,,,,,,,,,,,68,189
M18/7569B,01/01/2019 00:00:00,21:14:00,84,148,0,1,16,,,,,,,,,,,,,,,70,165
M18/7569B,01/01/2019 00:00:00,21:29:00,85,110,6,2,19,,,,,,,,,,,,,,,67,137
M18/7569B,01/01/2019 00:00:00,21:44:00,86,105,3,6,14,,,,,,,,,,,,,,,69,128
M18/7569B,01/01/2019 00:00:00,21:59:00,87,119,2,3,16,,,,,,,,,,,,,,,67,140
M18/7569B,01/01/2019 00:00:00,22:14:00,88,105,0,1,15,,,,,,,,,,,,,,,67,121
M18/7569B,01/01/2019 00:00:00,22:29:00,89,82,0,1,5,,,,,,,,,,,,,,,71,88
M18/7569B,01/01/2019 00:00:00,22:44:00,90,58,0,3,13,,,,,,,,,,,,,,,66,74
M18/7569B,01/01/2019 00:00:00,22:59:00,91,50,2,1,9,,,,,,,,,,,,,,,67,62
M18/7569B,01/01/2019 00:00:00,23:14:00,92,52,0,0,11,,,,,,,,,,,,,,,69,63
M18/7569B,01/01/2019 00:00:00,23:29:00,93,51,1,0,15,,,,,,,,,,,,,,,65,67
M18/7569B,01/01/2019 00:00:00,23:44:00,94,48,0,1,22,,,,,,,,,,,,,,,64,71
M18/7569B,01/01/2019 00:00:00,23:59:00,95,31,1,1,14,,,,,,,,,,,,,,,64,47
M18/7569B,02/01/2019 00:00:00,00:14:00,0,22,1,2,12,,,,,,,,,,,,,,,64,37
M18/7569B,02/01/2019 00:00:00,00:29:00,1,20,2,1,19,,,,,,,,,,,,,,,59,42
M18/7569B,02/01/2019 00:00:00,00:44:00,2,15,2,2,10,,,,,,,,,,,,,,,63,29
M18/7569B,02/01/2019 00:00:00,00:59:00,3,16,0,0,14,,,,,,,,,,,,,,,61,30
M18/7569B,02/01/2019 00:00:00,01:14:00,4,13,2,4,10,,,,,,,,,,,,,,,60,29
M18/7569B,02/01/2019 00:00:00,01:29:00,5,16,3,3,12,,,,,,,,,,,,,,,62,34
M18/7569B,02/01/2019 00:00:00,01:44:00,6,27,1,2,10,,,,,,,,,,,,,,,66,40
M18/7569B,02/01/2019 00:00:00,01:59:00,7,18,0,2,11,,,,,,,,,,,,,,,63,31
M18/7569B,02/01/2019 00:00:00,02:14:00,8,17,2,7,15,,,,,,,,,,,,,,,62,41
M18/7569B,02/01/2019 00:00:00,02:29:00,9,15,1,5,9,,,,,,,,,,,,,,,62,30
M18/7569B,02/01/2019 00:00:00,02:44:00,10,10,1,2,14,,,,,,,,,,,,,,,61,27
M18/7569B,02/01/2019 00:00:00,02:59:00,11,15,3,4,11,,,,,,,,,,,,,,,61,33
M18/7569B,02/01/2019 00:00:00,03:14:00,12,17,0,8,10,,,,,,,,,,,,,,,64,35
M18/7569B,02/01/2019 00:00:00,03:29:00,13,25,3,7,12,,,,,,,,,,,,,,,62,47
M18/7569B,02/01/2019 00:00:00,03:44:00,14,17,0,5,26,,,,,,,,,,,,,,,58,48
M18/7569B,02/01/2019 00:00:00,03:59:00,15,31,5,4,23,,,,,,,,,,,,,,,63,63
M18/7569B,02/01/2019 00:00:00,04:14:00,16,35,7,12,23,,,,,,,,,,,,,,,63,77
M18/7569B,02/01/2019 00:00:00,04:29:00,17,55,8,10,23,,,,,,,,,,,,,,,66,96
M18/7569B,02/01/2019 00:00:00,04:44:00,18,67,7,11,41,,,,,,,,,,,,,,,63,126
M18/7569B,02/01/2019 00:00:00,04:59:00,19,70,12,14,49,,,,,,,,,,,,,,,63,145
M18/7569B,02/01/2019 00:00:00,05:14:00,20,100,14,16,52,,,,,,,,,,,,,,,65,182
M18/7569B,02/01/2019 00:00:00,05:29:00,21,182,19,17,44,,,,,,,,,,,,,,,68,262
M18/7569B,02/01/2019 00:00:00,05:44:00,22,193,24,19,62,,,,,,,,,,,,,,,66,298
M18/7569B,02/01/2019 00:00:00,05:59:00,23,201,32,24,62,,,,,,,,,,,,,,,66,319
M18/7569B,02/01/2019 00:00:00,06:14:00,24,240,26,31,74,,,,,,,,,,,,,,,65,371
M18/7569B,02/01/2019 00:00:00,06:29:00,25,329,27,36,71,,,,,,,,,,,,,,,66,463
M18/7569B,02/01/2019 00:00:00,06:44:00,26,387,44,27,74,,,,,,,,,,,,,,,66,532
M18/7569B,02/01/2019 00:00:00,06:59:00,27,429,44,36,78,,,,,,,,,,,,,,,65,587
M18/7569B,02/01/2019 00:00:00,07:14:00,28,477,49,26,80,,,,,,,,,,,,,,,65,632
M18/7569B,02/01/2019 00:00:00,07:29:00,29,547,47,21,72,,,,,,,,,,,,,,,65,687
M18/7569B,02/01/2019 00:00:00,07:44:00,30,581,42,29,96,,,,,,,,,,,,,,,64,748
