"starttime","resolution","detector_id","speed","volume","occupancy","countreadings","delay","traveltime","vht","vmt"
2018-12-31 08:00:00,00:15:00,100688,63.54,83,2.5,39,-0.04,0.76,1.05,66.4
2018-12-31 08:15:00,00:15:00,100688,62.57,84,2.12,44,-0.03,0.77,1.07,67.2
2018-12-31 08:30:00,00:15:00,100688,63.66,62,1.76,40,-0.05,0.75,0.78,49.6
2018-12-31 08:45:00,00:15:00,100688,63.75,63,1.75,39,-0.05,0.75,0.79,50.4
2018-12-31 09:00:00,00:15:00,100688,63.65,54,1.51,39,-0.05,0.75,0.68,43.2
2018-12-31 09:15:00,00:15:00,100688,63.95,42,1.24,45,-0.05,0.75,0.53,33.6
2018-12-31 09:30:00,00:15:00,100688,61.57,61,1.98,45,-0.02,0.78,0.79,48.8
2018-12-31 09:45:00,00:15:00,100688,61.25,48,1.48,44,-0.02,0.78,0.63,38.4
2018-12-31 10:00:00,00:15:00,100688,63.05,46,1.35,44,-0.04,0.76,0.58,36.8
2018-12-31 10:15:00,00:15:00,100688,63.07,27,0.81,42,-0.04,0.76,0.34,21.6
2018-12-31 10:30:00,00:15:00,100688,61.76,37,1.42,44,-0.02,0.78,0.48,29.6
2018-12-31 10:45:00,00:15:00,100688,64.56,39,1.09,45,-0.06,0.74,0.48,31.2
2018-12-31 11:00:00,00:15:00,100688,67.8,36,1,40,-0.09,0.71,0.42,28.8
2018-12-31 11:15:00,00:15:00,100688,61.57,23,0.79,42,-0.02,0.78,0.3,18.4
2018-12-31 11:30:00,00:15:00,100688,63.25,32,0.78,43,-0.04,0.76,0.4,25.6
2018-12-31 11:45:00,00:15:00,100688,63.31,32,1.21,39,-0.04,0.76,0.4,25.6
2018-12-31 12:00:00,00:15:00,100688,64.8,35,1.02,45,-0.06,0.74,0.43,28
2018-12-31 12:15:00,00:15:00,100688,62.38,45,1.85,40,-0.03,0.77,0.58,36
2018-12-31 12:30:00,00:15:00,100688,63.39,72,2.58,45,-0.04,0.76,0.91,57.6
2018-12-31 12:45:00,00:15:00,100688,66.17,69,1.96,45,-0.07,0.73,0.83,55.2
2018-12-31 13:00:00,00:15:00,100688,64.08,80,2.2,45,-0.05,0.75,1,64
2018-12-31 13:15:00,00:15:00,100688,65.33,101,3,45,-0.07,0.73,1.24,80.8
2018-12-31 13:30:00,00:15:00,100688,65.07,119,3.94,40,-0.06,0.74,1.46,95.2
2018-12-31 13:45:00,00:15:00,100688,64.61,150,4.89,44,-0.06,0.74,1.86,120
2018-12-31 14:00:00,00:15:00,100688,63.97,152,5.2,43,-0.05,0.75,1.9,121.6
2018-12-31 14:15:00,00:15:00,100688,63.08,148,6.27,35,-0.04,0.76,1.88,118.4
2018-12-31 14:30:00,00:15:00,100688,63.34,175,6.66,39,-0.04,0.76,2.21,140
2018-12-31 14:45:00,00:15:00,100688,61.69,217,8.02,45,-0.02,0.78,2.81,173.6
2018-12-31 15:00:00,00:15:00,100688,62.9,174,6.49,40,-0.04,0.76,2.21,139.2
2018-12-31 15:15:00,00:15:00,100688,61.17,256,8.71,45,-0.02,0.78,3.35,204.8
2018-12-31 15:30:00,00:15:00,100688,62.56,252,8.42,45,-0.03,0.77,3.22,201.6
2018-12-31 15:45:00,00:15:00,100688,62.95,255,8.98,45,-0.04,0.76,3.24,204
2018-12-31 16:00:00,00:15:00,100688,63.52,226,7.67,44,-0.04,0.76,2.85,180.8
2018-12-31 16:15:00,00:15:00,100688,63.89,231,7.8,45,-0.05,0.75,2.89,184.8
2018-12-31 16:30:00,00:15:00,100688,63.7,249,8.24,45,-0.05,0.75,3.13,199.2
2018-12-31 16:45:00,00:15:00,100688,62.9,255,9.42,45,-0.04,0.76,3.24,204
2018-12-31 17:00:00,00:15:00,100688,64.26,210,7.87,39,-0.05,0.75,2.61,168
2018-12-31 17:15:00,00:15:00,100688,63.03,222,8.3,43,-0.04,0.76,2.82,177.6
2018-12-31 17:30:00,00:15:00,100688,63.05,269,10.37,43,-0.04,0.76,3.41,215.2
2018-12-31 17:45:00,00:15:00,100688,63.35,289,9.67,43,-0.04,0.76,3.65,231.2
2018-12-31 18:00:00,00:15:00,100688,62.65,206,8.97,33,-0.03,0.77,2.63,164.8
2018-12-31 18:15:00,00:15:00,100688,61.37,302,10.69,45,-0.02,0.78,3.94,241.6
2018-12-31 18:30:00,00:15:00,100688,63.04,347,11.27,45,-0.04,0.76,4.4,277.6
2018-12-31 18:45:00,00:15:00,100688,61.02,342,12.65,44,-0.01,0.79,4.48,273.6
2018-12-31 19:00:00,00:15:00,100688,62.01,308,10.37,44,-0.03,0.77,3.97,246.4
2018-12-31 19:15:00,00:15:00,100688,60.63,338,11.8,45,-0.01,0.79,4.46,270.4
2018-12-31 19:30:00,00:15:00,100688,60.08,351,13.11,44,0,0.8,4.67,280.8
2018-12-31 19:45:00,00:15:00,100688,61.26,375,13.13,45,-0.02,0.78,4.9,300
2018-12-31 20:00:00,00:15:00,100688,61.13,320,13.12,39,-0.01,0.79,4.19,256
2018-12-31 20:15:00,00:15:00,100688,61.11,354,12.2,45,-0.01,0.79,4.63,283.2
2018-12-31 20:30:00,00:15:00,100688,61.76,329,11.49,42,-0.02,0.78,4.26,263.2
2018-12-31 20:45:00,00:15:00,100688,60.96,351,13.02,43,-0.01,0.79,4.61,280.8
2018-12-31 21:00:00,00:15:00,100688,61.11,331,12.15,44,-0.01,0.79,4.33,264.8
2018-12-31 21:15:00,00:15:00,100688,60.68,341,12.88,40,-0.01,0.79,4.5,272.8
2018-12-31 21:30:00,00:15:00,100688,61.24,342,11.85,44,-0.02,0.78,4.47,273.6
2018-12-31 21:45:00,00:15:00,100688,60.26,368,12.98,45,0,0.8,4.89,294.4
2018-12-31 22:00:00,00:15:00,100688,60.37,306,11.95,39,0,0.8,4.05,244.8
2018-12-31 22:15:00,00:15:00,100688,59.76,369,13.02,44,0,0.8,4.94,295.2
2018-12-31 22:30:00,00:15:00,100688,59.37,283,13.58,34,0.01,0.81,3.81,226.4
2018-12-31 22:45:00,00:15:00,100688,58.83,396,13.82,43,0.02,0.82,5.39,316.8
2018-12-31 23:00:00,00:15:00,100688,59.33,370,13.16,44,0.01,0.81,4.99,296
2018-12-31 23:15:00,00:15:00,100688,60.67,313,11.69,39,-0.01,0.79,4.13,250.4
