"starttime","resolution","detector_id","speed","volume","occupancy","countreadings","delay","traveltime","vht","vmt"
2018-12-31 08:00:00,00:15:00,102113,60.31,16,0.45,38,0,0.78,0.21,12.56
2018-12-31 08:15:00,00:15:00,102113,60.8,5,0.12,39,-0.01,0.77,0.06,3.93
2018-12-31 08:30:00,00:15:00,102113,NA,0,0,45,NA,NA,NA,0
2018-12-31 08:45:00,00:15:00,102113,62.75,4,0.09,45,-0.03,0.75,0.05,3.14
2018-12-31 09:00:00,00:15:00,102113,56,4,0.2,45,0.06,0.84,0.06,3.14
2018-12-31 09:15:00,00:15:00,102113,57.33,6,0.22,45,0.04,0.82,0.08,4.71
2018-12-31 09:30:00,00:15:00,102113,54.33,6,0.16,45,0.08,0.87,0.09,4.71
2018-12-31 09:45:00,00:15:00,102113,59.5,4,0.22,45,0.01,0.79,0.05,3.14
2018-12-31 10:00:00,00:15:00,102113,59.6,5,0.13,45,0.01,0.79,0.07,3.93
2018-12-31 10:15:00,00:15:00,102113,59.7,10,0.42,45,0,0.79,0.13,7.85
2018-12-31 10:30:00,00:15:00,102113,58,5,0.36,39,0.03,0.81,0.07,3.93
2018-12-31 10:45:00,00:15:00,102113,62.6,5,0.11,45,-0.03,0.75,0.06,3.93
2018-12-31 11:00:00,00:15:00,102113,59.72,7,0.22,45,0,0.79,0.09,5.5
2018-12-31 11:15:00,00:15:00,102113,59.67,9,0.36,45,0,0.79,0.12,7.07
2018-12-31 11:30:00,00:15:00,102113,57.5,4,0.09,45,0.03,0.82,0.05,3.14
2018-12-31 11:45:00,00:15:00,102113,61.14,7,0.14,44,-0.01,0.77,0.09,5.5
2018-12-31 12:00:00,00:15:00,102113,60.91,11,0.28,44,-0.01,0.77,0.14,8.64
2018-12-31 12:15:00,00:15:00,102113,62.8,20,0.56,45,-0.03,0.75,0.25,15.7
2018-12-31 12:30:00,00:15:00,102113,61.36,25,0.87,36,-0.02,0.77,0.32,19.63
2018-12-31 12:45:00,00:15:00,102113,61.5,34,0.87,44,-0.02,0.77,0.43,26.69
2018-12-31 13:00:00,00:15:00,102113,61.71,31,0.74,44,-0.02,0.76,0.39,24.34
2018-12-31 13:15:00,00:15:00,102113,60.69,45,1.09,45,-0.01,0.78,0.58,35.33
2018-12-31 13:30:00,00:15:00,102113,61.59,70,1.6,45,-0.02,0.76,0.89,54.95
2018-12-31 13:45:00,00:15:00,102113,61.02,52,1.42,38,-0.01,0.77,0.67,40.82
2018-12-31 14:00:00,00:15:00,102113,62.15,46,1.21,39,-0.03,0.76,0.58,36.11
2018-12-31 14:15:00,00:15:00,102113,60.61,87,2.31,45,-0.01,0.78,1.13,68.3
2018-12-31 14:30:00,00:15:00,102113,61.1,88,2.13,45,-0.01,0.77,1.13,69.08
2018-12-31 14:45:00,00:15:00,102113,59.77,79,2.13,45,0,0.79,1.04,62.02
2018-12-31 15:00:00,00:15:00,102113,59.52,68,1.75,44,0.01,0.79,0.9,53.38
2018-12-31 15:15:00,00:15:00,102113,60.45,65,1.84,39,-0.01,0.78,0.84,51.03
2018-12-31 15:30:00,00:15:00,102113,60.4,77,1.98,42,-0.01,0.78,1,60.45
2018-12-31 15:45:00,00:15:00,102113,60.32,65,1.83,42,0,0.78,0.85,51.03
2018-12-31 16:00:00,00:15:00,102113,61.4,71,2,44,-0.02,0.77,0.91,55.74
2018-12-31 16:15:00,00:15:00,102113,59.08,53,1.57,39,0.01,0.8,0.7,41.61
2018-12-31 16:30:00,00:15:00,102113,59.5,76,2.11,45,0.01,0.79,1,59.66
2018-12-31 16:45:00,00:15:00,102113,59.27,62,1.87,44,0.01,0.79,0.82,48.67
2018-12-31 17:00:00,00:15:00,102113,59.47,77,2.2,45,0.01,0.79,1.02,60.45
