"starttime","resolution","detector_id","speed","volume","occupancy","countreadings","delay","traveltime","vht","vmt"
2018-12-31 08:00:00,00:15:00,100527,56.26,66,2.57,39,0.02,0.28,0.31,17.49
2018-12-31 08:15:00,00:15:00,100527,56.76,70,1.86,44,0.02,0.28,0.33,18.55
2018-12-31 08:30:00,00:15:00,100527,53.98,43,1.66,40,0.03,0.29,0.21,11.4
2018-12-31 08:45:00,00:15:00,100527,55.5,40,1.21,40,0.02,0.29,0.19,10.6
2018-12-31 09:00:00,00:15:00,100527,54.52,42,1.6,40,0.03,0.29,0.2,11.13
2018-12-31 09:15:00,00:15:00,100527,54.38,39,1.27,45,0.03,0.29,0.19,10.34
2018-12-31 09:30:00,00:15:00,100527,54.91,45,1.2,45,0.02,0.29,0.22,11.93
2018-12-31 09:45:00,00:15:00,100527,55.85,33,0.88,44,0.02,0.28,0.16,8.75
2018-12-31 10:00:00,00:15:00,100527,54.82,40,1.24,45,0.03,0.29,0.19,10.6
2018-12-31 10:15:00,00:15:00,100527,55.1,49,2.1,42,0.02,0.29,0.24,12.99
2018-12-31 10:30:00,00:15:00,100527,54.54,35,1.4,44,0.03,0.29,0.17,9.28
2018-12-31 10:45:00,00:15:00,100527,54.33,57,1.62,45,0.03,0.29,0.28,15.11
2018-12-31 11:00:00,00:15:00,100527,56.09,34,1.38,40,0.02,0.28,0.16,9.01
2018-12-31 11:15:00,00:15:00,100527,54.49,37,1.66,43,0.03,0.29,0.18,9.81
2018-12-31 11:30:00,00:15:00,100527,55.38,50,1.57,44,0.02,0.29,0.24,13.25
2018-12-31 11:45:00,00:15:00,100527,57.15,59,2.35,39,0.01,0.28,0.27,15.64
2018-12-31 12:00:00,00:15:00,100527,54.86,59,1.98,45,0.02,0.29,0.28,15.64
2018-12-31 12:15:00,00:15:00,100527,56.68,70,2.67,40,0.02,0.28,0.33,18.55
2018-12-31 12:30:00,00:15:00,100527,56.47,116,3.75,45,0.02,0.28,0.54,30.74
2018-12-31 12:45:00,00:15:00,100527,58.71,129,4.36,45,0.01,0.27,0.58,34.19
2018-12-31 13:00:00,00:15:00,100527,57.46,143,5.22,45,0.01,0.28,0.66,37.9
2018-12-31 13:15:00,00:15:00,100527,58.1,198,6.27,45,0.01,0.27,0.9,52.47
2018-12-31 13:30:00,00:15:00,100527,57.52,212,7.42,40,0.01,0.28,0.98,56.18
2018-12-31 13:45:00,00:15:00,100527,56.62,316,11.08,44,0.02,0.28,1.48,83.74
2018-12-31 14:00:00,00:15:00,100527,56.74,291,10.04,44,0.02,0.28,1.36,77.12
2018-12-31 14:15:00,00:15:00,100527,55.44,300,13.19,35,0.02,0.29,1.43,79.5
2018-12-31 14:30:00,00:15:00,100527,54.06,380,16.52,39,0.03,0.29,1.86,100.7
2018-12-31 14:45:00,00:15:00,100527,54.53,465,16.6,45,0.03,0.29,2.26,123.23
2018-12-31 15:00:00,00:15:00,100527,55.61,317,11.72,40,0.02,0.29,1.51,84.01
2018-12-31 15:15:00,00:15:00,100527,54.32,435,14.65,45,0.03,0.29,2.12,115.28
2018-12-31 15:30:00,00:15:00,100527,54.59,433,15.09,45,0.03,0.29,2.1,114.75
2018-12-31 15:45:00,00:15:00,100527,55.48,420,14.4,45,0.02,0.29,2.01,111.3
2018-12-31 16:00:00,00:15:00,100527,56.55,355,12.34,44,0.02,0.28,1.66,94.08
2018-12-31 16:15:00,00:15:00,100527,55.4,361,12.29,45,0.02,0.29,1.73,95.67
2018-12-31 16:30:00,00:15:00,100527,56.12,358,12.1,44,0.02,0.28,1.69,94.87
2018-12-31 16:45:00,00:15:00,100527,55.24,381,14.58,44,0.02,0.29,1.83,100.97
2018-12-31 17:00:00,00:15:00,100527,55.22,305,12.82,39,0.02,0.29,1.46,80.83
2018-12-31 17:15:00,00:15:00,100527,55.76,388,13.86,44,0.02,0.29,1.84,102.82
2018-12-31 17:30:00,00:15:00,100527,54.76,429,15.65,44,0.03,0.29,2.08,113.69
2018-12-31 17:45:00,00:15:00,100527,54.87,446,15.87,44,0.02,0.29,2.15,118.19
2018-12-31 18:00:00,00:15:00,100527,54.75,330,15.27,34,0.03,0.29,1.6,87.45
2018-12-31 18:15:00,00:15:00,100527,55.2,444,14.91,45,0.02,0.29,2.13,117.66
2018-12-31 18:30:00,00:15:00,100527,54.07,465,17.76,45,0.03,0.29,2.28,123.23
2018-12-31 18:45:00,00:15:00,100527,54.73,478,16.8,45,0.03,0.29,2.31,126.67
2018-12-31 19:00:00,00:15:00,100527,55.21,483,16.54,45,0.02,0.29,2.32,128
2018-12-31 19:15:00,00:15:00,100527,55.11,489,16.82,45,0.02,0.29,2.35,129.59
2018-12-31 19:30:00,00:15:00,100527,55.27,434,15.33,44,0.02,0.29,2.08,115.01
2018-12-31 19:45:00,00:15:00,100527,54.82,502,17.6,45,0.03,0.29,2.43,133.03
2018-12-31 20:00:00,00:15:00,100527,54.35,413,16.1,39,0.03,0.29,2.01,109.45
2018-12-31 20:15:00,00:15:00,100527,53.94,559,19.51,45,0.03,0.29,2.75,148.14
2018-12-31 20:30:00,00:15:00,100527,54.45,490,17.86,43,0.03,0.29,2.38,129.85
2018-12-31 20:45:00,00:15:00,100527,54.11,514,18.71,44,0.03,0.29,2.52,136.21
2018-12-31 21:00:00,00:15:00,100527,53.03,516,19.41,44,0.03,0.3,2.58,136.74
2018-12-31 21:15:00,00:15:00,100527,54.76,416,16.68,40,0.03,0.29,2.01,110.24
2018-12-31 21:30:00,00:15:00,100527,54.21,485,16.98,44,0.03,0.29,2.37,128.53
2018-12-31 21:45:00,00:15:00,100527,53,589,21.93,45,0.03,0.3,2.95,156.09
2018-12-31 22:00:00,00:15:00,100527,52.82,484,20.71,39,0.04,0.3,2.43,128.26
2018-12-31 22:15:00,00:15:00,100527,52.9,574,21.2,45,0.04,0.3,2.88,152.11
2018-12-31 22:30:00,00:15:00,100527,53.14,385,17.58,35,0.03,0.3,1.92,102.03
2018-12-31 22:45:00,00:15:00,100527,53.4,430,15.47,43,0.03,0.3,2.13,113.95
2018-12-31 23:00:00,00:15:00,100527,53.95,499,17.26,44,0.03,0.29,2.45,132.24
2018-12-31 23:15:00,00:15:00,100527,53.59,454,17.7,39,0.03,0.3,2.25,120.31
2018-12-31 23:30:00,00:15:00,100527,54.43,477,16.98,44,0.03,0.29,2.32,126.41
2018-12-31 23:45:00,00:15:00,100527,55.12,487,16.29,45,0.02,0.29,2.34,129.06
2019-01-01 00:00:00,00:15:00,100527,55.51,410,15.73,40,0.02,0.29,1.96,108.65
2019-01-01 00:15:00,00:15:00,100527,54.63,467,16.57,43,0.03,0.29,2.27,123.76
2019-01-01 00:30:00,00:15:00,100527,53.29,415,16.68,38,0.03,0.3,2.06,109.98
2019-01-01 00:45:00,00:15:00,100527,53.35,497,16.87,44,0.03,0.3,2.47,131.71
2019-01-01 01:00:00,00:15:00,100527,52.98,411,14.33,45,0.04,0.3,2.06,108.92
2019-01-01 01:15:00,00:15:00,100527,51.27,434,16.37,40,0.05,0.31,2.24,115.01
2019-01-01 01:30:00,00:15:00,100527,52.69,449,14.91,45,0.04,0.3,2.26,118.99
2019-01-01 01:45:00,00:15:00,100527,51.34,390,16.57,35,0.04,0.31,2.01,103.35
2019-01-01 02:00:00,00:15:00,100527,52.22,503,16.51,45,0.04,0.3,2.55,133.3
2019-01-01 02:15:00,00:15:00,100527,52.07,399,14.77,42,0.04,0.31,2.03,105.74
2019-01-01 02:30:00,00:15:00,100527,50.21,395,16.38,38,0.05,0.32,2.08,104.68
2019-01-01 02:45:00,00:15:00,100527,51.86,447,15.32,44,0.04,0.31,2.28,118.46
2019-01-01 03:00:00,00:15:00,100527,52.46,351,13.62,38,0.04,0.3,1.77,93.02
2019-01-01 03:15:00,00:15:00,100527,53.22,370,11.96,45,0.03,0.3,1.84,98.05
2019-01-01 03:30:00,00:15:00,100527,53.3,374,12.94,43,0.03,0.3,1.86,99.11
2019-01-01 03:45:00,00:15:00,100527,53.85,365,11.61,44,0.03,0.3,1.8,96.73
2019-01-01 04:00:00,00:15:00,100527,53.29,295,10.37,40,0.03,0.3,1.47,78.18
2019-01-01 04:15:00,00:15:00,100527,53.82,320,10.45,43,0.03,0.3,1.58,84.8
2019-01-01 04:30:00,00:15:00,100527,53.6,242,9.48,35,0.03,0.3,1.2,64.13
2019-01-01 04:45:00,00:15:00,100527,53.28,257,9.24,39,0.03,0.3,1.28,68.11
2019-01-01 05:00:00,00:15:00,100527,53.78,258,8.34,44,0.03,0.3,1.27,68.37
2019-01-01 05:15:00,00:15:00,100527,53.5,272,8.4,45,0.03,0.3,1.35,72.08
2019-01-01 05:30:00,00:15:00,100527,53.64,263,8.09,44,0.03,0.3,1.3,69.7
2019-01-01 05:45:00,00:15:00,100527,53.77,220,6.78,45,0.03,0.3,1.08,58.3
2019-01-01 06:00:00,00:15:00,100527,54.48,223,6.51,45,0.03,0.29,1.08,59.1
2019-01-01 06:15:00,00:15:00,100527,53,188,6.75,40,0.03,0.3,0.94,49.82
2019-01-01 06:30:00,00:15:00,100527,55.01,167,5.6,40,0.02,0.29,0.8,44.26
2019-01-01 06:45:00,00:15:00,100527,54.59,160,4.76,42,0.03,0.29,0.78,42.4
2019-01-01 07:00:00,00:15:00,100527,55.23,116,3.44,42,0.02,0.29,0.56,30.74
2019-01-01 07:15:00,00:15:00,100527,54.18,123,4,40,0.03,0.29,0.6,32.6
2019-01-01 07:30:00,00:15:00,100527,54.45,129,3.69,44,0.03,0.29,0.63,34.19
2019-01-01 07:45:00,00:15:00,100527,55.62,64,1.95,40,0.02,0.29,0.3,16.96
2019-01-01 08:00:00,00:15:00,100527,54.33,58,1.38,45,0.03,0.29,0.28,15.37
2019-01-01 08:15:00,00:15:00,100527,54.72,128,3.62,45,0.03,0.29,0.62,33.92
2019-01-01 08:30:00,00:15:00,100527,53.95,187,5.27,45,0.03,0.29,0.92,49.56
2019-01-01 08:45:00,00:15:00,100527,54.19,195,5.94,44,0.03,0.29,0.95,51.68
2019-01-01 09:00:00,00:15:00,100527,54.46,167,4.75,44,0.03,0.29,0.81,44.26
2019-01-01 09:15:00,00:15:00,100527,54.27,152,4.62,43,0.03,0.29,0.74,40.28
2019-01-01 09:30:00,00:15:00,100527,53.65,155,4.42,44,0.03,0.3,0.77,41.08
2019-01-01 09:45:00,00:15:00,100527,54.49,107,3.34,40,0.03,0.29,0.52,28.36
2019-01-01 10:00:00,00:15:00,100527,54.33,112,3.41,44,0.03,0.29,0.55,29.68
2019-01-01 10:15:00,00:15:00,100527,52.99,90,3.08,35,0.04,0.3,0.45,23.85
2019-01-01 10:30:00,00:15:00,100527,53.81,97,2.94,40,0.03,0.3,0.48,25.71
2019-01-01 10:45:00,00:15:00,100527,54.69,75,2.13,45,0.03,0.29,0.36,19.88
2019-01-01 11:00:00,00:15:00,100527,53.1,80,2.78,44,0.03,0.3,0.4,21.2
2019-01-01 11:15:00,00:15:00,100527,54.78,68,1.82,45,0.03,0.29,0.33,18.02
2019-01-01 11:30:00,00:15:00,100527,54.5,54,1.68,40,0.03,0.29,0.26,14.31
2019-01-01 11:45:00,00:15:00,100527,56.94,52,1.67,39,0.01,0.28,0.24,13.78
2019-01-01 12:00:00,00:15:00,100527,54.98,47,1.29,45,0.02,0.29,0.23,12.46
2019-01-01 12:15:00,00:15:00,100527,55.35,46,1.55,40,0.02,0.29,0.22,12.19
2019-01-01 12:30:00,00:15:00,100527,55.85,34,1.07,40,0.02,0.28,0.16,9.01
2019-01-01 12:45:00,00:15:00,100527,54.14,55,1.66,44,0.03,0.29,0.27,14.58
2019-01-01 13:00:00,00:15:00,100527,53.94,50,1.56,44,0.03,0.29,0.25,13.25
2019-01-01 13:15:00,00:15:00,100527,53.25,45,1.56,39,0.03,0.3,0.22,11.93
2019-01-01 13:30:00,00:15:00,100527,55.05,61,1.93,44,0.02,0.29,0.29,16.17
2019-01-01 13:45:00,00:15:00,100527,56.66,67,1.88,39,0.02,0.28,0.31,17.76
2019-01-01 14:00:00,00:15:00,100527,55.32,60,2,40,0.02,0.29,0.29,15.9
2019-01-01 14:15:00,00:15:00,100527,55.53,91,2.57,44,0.02,0.29,0.43,24.12
2019-01-01 14:30:00,00:15:00,100527,56.1,82,2.83,38,0.02,0.28,0.39,21.73
2019-01-01 14:45:00,00:15:00,100527,55.93,133,4.04,45,0.02,0.28,0.63,35.25
2019-01-01 15:00:00,00:15:00,100527,56.21,72,2.58,39,0.02,0.28,0.34,19.08
2019-01-01 15:15:00,00:15:00,100527,55.66,106,3.33,44,0.02,0.29,0.5,28.09
2019-01-01 15:30:00,00:15:00,100527,54.57,125,3.77,44,0.03,0.29,0.61,33.13
2019-01-01 15:45:00,00:15:00,100527,55.45,117,4.01,39,0.02,0.29,0.56,31.01
2019-01-01 16:00:00,00:15:00,100527,55.01,85,2.46,39,0.02,0.29,0.41,22.53
2019-01-01 16:15:00,00:15:00,100527,56.09,100,2.99,44,0.02,0.28,0.47,26.5
2019-01-01 16:30:00,00:15:00,100527,56.45,118,4,38,0.02,0.28,0.55,31.27
