"starttime","resolution","detector_id","speed","volume","occupancy","countreadings","delay","traveltime","vht","vmt"
2018-12-31 08:00:00,00:15:00,100395,62.65,20,0.73,39,-0.01,0.14,0.05,2.9
2018-12-31 08:15:00,00:15:00,100395,63,12,0.25,44,-0.01,0.14,0.03,1.74
2018-12-31 08:30:00,00:15:00,100395,65.22,9,0.29,40,-0.01,0.13,0.02,1.31
2018-12-31 08:45:00,00:15:00,100395,63.83,6,0.16,40,-0.01,0.14,0.01,0.87
2018-12-31 09:00:00,00:15:00,100395,60.33,6,0.28,40,0,0.14,0.01,0.87
2018-12-31 09:15:00,00:15:00,100395,62.71,7,0.25,45,-0.01,0.14,0.02,1.02
2018-12-31 09:30:00,00:15:00,100395,59.5,6,0.25,45,0,0.15,0.01,0.87
2018-12-31 09:45:00,00:15:00,100395,56.4,5,0.11,44,0.01,0.15,0.01,0.73
2018-12-31 10:00:00,00:15:00,100395,55.6,5,0.18,45,0.01,0.16,0.01,0.73
2018-12-31 10:15:00,00:15:00,100395,53.5,4,0.28,42,0.02,0.16,0.01,0.58
2018-12-31 10:30:00,00:15:00,100395,59.11,9,0.34,44,0,0.15,0.02,1.31
2018-12-31 10:45:00,00:15:00,100395,55.4,5,0.44,45,0.01,0.16,0.01,0.73
2018-12-31 11:00:00,00:15:00,100395,63,4,0.15,40,-0.01,0.14,0.01,0.58
2018-12-31 11:15:00,00:15:00,100395,68.5,2,0.12,43,-0.02,0.13,0,0.29
2018-12-31 11:30:00,00:15:00,100395,63,2,0.05,44,-0.01,0.14,0,0.29
2018-12-31 11:45:00,00:15:00,100395,65,7,0.27,39,-0.01,0.13,0.02,1.02
2018-12-31 12:00:00,00:15:00,100395,61.63,8,0.27,45,0,0.14,0.02,1.16
2018-12-31 12:15:00,00:15:00,100395,60.57,7,0.4,40,0,0.14,0.02,1.02
2018-12-31 12:30:00,00:15:00,100395,62.85,13,0.53,45,-0.01,0.14,0.03,1.89
2018-12-31 12:45:00,00:15:00,100395,65.1,10,0.24,45,-0.01,0.13,0.02,1.45
2018-12-31 13:00:00,00:15:00,100395,64.5,8,0.2,45,-0.01,0.13,0.02,1.16
