"starttime","resolution","detector_id","speed","volume","occupancy","countreadings","delay","traveltime","vht","vmt"
2018-12-31 08:00:00,00:15:00,1000022,55,4,0.16,45,0.09,1.03,0.07,3.78
2018-12-31 08:15:00,00:15:00,1000022,55,2,0.05,45,0.09,1.03,0.03,1.89
2018-12-31 08:30:00,00:15:00,1000022,55,3,0.07,45,0.09,1.03,0.05,2.84
2018-12-31 08:45:00,00:15:00,1000022,55,2,0.07,45,0.09,1.03,0.03,1.89
2018-12-31 09:00:00,00:15:00,1000022,55,1,0.04,45,0.09,1.03,0.02,0.95
2018-12-31 09:15:00,00:15:00,1000022,55,2,0.07,45,0.09,1.03,0.03,1.89
2018-12-31 09:30:00,00:15:00,1000022,55,1,0.04,45,0.09,1.03,0.02,0.95
2018-12-31 09:45:00,00:15:00,1000022,55,2,0.09,45,0.09,1.03,0.03,1.89
2018-12-31 10:00:00,00:15:00,1000022,55,6,0.16,45,0.09,1.03,0.1,5.67
2018-12-31 10:15:00,00:15:00,1000022,55,3,0.09,45,0.09,1.03,0.05,2.84
2018-12-31 10:30:00,00:15:00,1000022,NA,0,0,45,NA,NA,NA,0
2018-12-31 10:45:00,00:15:00,1000022,55,1,0,45,0.09,1.03,0.02,0.95
2018-12-31 11:00:00,00:15:00,1000022,55,3,0.09,45,0.09,1.03,0.05,2.84
2018-12-31 11:15:00,00:15:00,1000022,55,1,0.02,45,0.09,1.03,0.02,0.95
2018-12-31 11:30:00,00:15:00,1000022,55,1,0.04,45,0.09,1.03,0.02,0.95
2018-12-31 11:45:00,00:15:00,1000022,55,4,0.15,45,0.09,1.03,0.07,3.78
2018-12-31 12:00:00,00:15:00,1000022,55,2,0.05,45,0.09,1.03,0.03,1.89
2018-12-31 12:15:00,00:15:00,1000022,55,5,0.16,45,0.09,1.03,0.09,4.73
2018-12-31 12:30:00,00:15:00,1000022,55,7,0.2,45,0.09,1.03,0.12,6.62
2018-12-31 12:45:00,00:15:00,1000022,55,2,0.09,45,0.09,1.03,0.03,1.89
2018-12-31 13:00:00,00:15:00,1000022,55,6,0.22,45,0.09,1.03,0.1,5.67
2018-12-31 13:15:00,00:15:00,1000022,55,8,0.25,45,0.09,1.03,0.14,7.56
2018-12-31 13:30:00,00:15:00,1000022,55,16,0.47,45,0.09,1.03,0.27,15.12
2018-12-31 13:45:00,00:15:00,1000022,55,12,0.31,45,0.09,1.03,0.21,11.34
2018-12-31 14:00:00,00:15:00,1000022,55,8,0.2,45,0.09,1.03,0.14,7.56
