"starttime","resolution","detector_id","speed","volume","occupancy","countreadings","delay","traveltime","vht","vmt"
2018-12-31 08:00:00,00:15:00,102111,59,7,0.25,38,0.01,0.8,0.09,5.5
2018-12-31 08:15:00,00:15:00,102111,58.76,17,0.51,39,0.02,0.8,0.23,13.35
2018-12-31 08:30:00,00:15:00,102111,58.7,10,0.49,45,0.02,0.8,0.13,7.85
2018-12-31 08:45:00,00:15:00,102111,60.75,4,0.09,45,-0.01,0.78,0.05,3.14
2018-12-31 09:00:00,00:15:00,102111,59.33,6,0.13,45,0.01,0.79,0.08,4.71
2018-12-31 09:15:00,00:15:00,102111,60.67,3,0.07,45,-0.01,0.78,0.04,2.36
2018-12-31 09:30:00,00:15:00,102111,60,1,0.02,45,0,0.78,0.01,0.79
2018-12-31 09:45:00,00:15:00,102111,56,6,0.16,45,0.06,0.84,0.08,4.71
2018-12-31 10:00:00,00:15:00,102111,58.5,6,0.16,45,0.02,0.81,0.08,4.71
2018-12-31 10:15:00,00:15:00,102111,56.45,9,0.36,45,0.05,0.83,0.13,7.07
2018-12-31 10:30:00,00:15:00,102111,59.33,3,0.1,39,0.01,0.79,0.04,2.36
2018-12-31 10:45:00,00:15:00,102111,55.67,3,0.18,45,0.06,0.85,0.04,2.36
2018-12-31 11:00:00,00:15:00,102111,61.5,2,0.04,45,-0.02,0.77,0.03,1.57
2018-12-31 11:15:00,00:15:00,102111,64.25,4,0.09,45,-0.05,0.73,0.05,3.14
2018-12-31 11:30:00,00:15:00,102111,59.8,5,0.09,45,0,0.79,0.07,3.93
2018-12-31 11:45:00,00:15:00,102111,57,1,0.02,44,0.04,0.83,0.01,0.79
2018-12-31 12:00:00,00:15:00,102111,59,2,0.09,44,0.01,0.8,0.03,1.57
2018-12-31 12:15:00,00:15:00,102111,63.25,4,0.09,45,-0.04,0.74,0.05,3.14
2018-12-31 12:30:00,00:15:00,102111,60.33,9,0.43,36,0,0.78,0.12,7.07
2018-12-31 12:45:00,00:15:00,102111,57.67,9,0.27,44,0.03,0.82,0.12,7.07
2018-12-31 13:00:00,00:15:00,102111,60.42,12,0.41,44,-0.01,0.78,0.16,9.42
2018-12-31 13:15:00,00:15:00,102111,58.61,18,0.51,45,0.02,0.8,0.24,14.13
2018-12-31 13:30:00,00:15:00,102111,57.12,17,0.42,45,0.04,0.82,0.23,13.35
2018-12-31 13:45:00,00:15:00,102111,64.25,12,0.27,38,-0.05,0.73,0.15,9.42
2018-12-31 14:00:00,00:15:00,102111,59,11,0.32,39,0.01,0.8,0.15,8.64
2018-12-31 14:15:00,00:15:00,102111,59.82,22,0.64,45,0,0.79,0.29,17.27
2018-12-31 14:30:00,00:15:00,102111,59.75,32,0.91,45,0,0.79,0.42,25.12
2018-12-31 14:45:00,00:15:00,102111,56.9,49,1.49,45,0.04,0.83,0.68,38.47
2018-12-31 15:00:00,00:15:00,102111,58.11,36,1.18,44,0.03,0.81,0.49,28.26
2018-12-31 15:15:00,00:15:00,102111,58.54,37,1.16,39,0.02,0.8,0.5,29.05
2018-12-31 15:30:00,00:15:00,102111,57.88,48,1.53,42,0.03,0.81,0.65,37.68
2018-12-31 15:45:00,00:15:00,102111,57.49,59,2.02,42,0.03,0.82,0.81,46.32
2018-12-31 16:00:00,00:15:00,102111,57.52,54,1.43,44,0.03,0.82,0.74,42.39
2018-12-31 16:15:00,00:15:00,102111,58.12,41,1.59,39,0.03,0.81,0.55,32.19
2018-12-31 16:30:00,00:15:00,102111,58.36,55,1.64,45,0.02,0.81,0.74,43.18
2018-12-31 16:45:00,00:15:00,102111,57.08,51,1.36,44,0.04,0.83,0.7,40.04
2018-12-31 17:00:00,00:15:00,102111,57.16,44,1.4,45,0.04,0.82,0.6,34.54
2018-12-31 17:15:00,00:15:00,102111,58.07,64,1.75,45,0.03,0.81,0.87,50.24
2018-12-31 17:30:00,00:15:00,102111,60.13,67,1.71,45,0,0.78,0.87,52.6
2018-12-31 17:45:00,00:15:00,102111,58.33,90,2.74,45,0.02,0.81,1.21,70.65
2018-12-31 18:00:00,00:15:00,102111,58.08,74,2.29,45,0.03,0.81,1,58.09
